date,region,market_id,campaign_id,campaign_name,channel,device,audience_segment,incentive_spend,marketing_spend,total_spend,orders_placed,orders_fulfilled,orders_unfulfilled,shoppers_active,shoppers_needed,supply_gap,gross_revenue,net_revenue,avg_order_value,new_customers,customer_ltv,customer_retention_rate,impressions,clicks,click_through_rate,conversion_rate,avg_delivery_time_min,order_cancellations,satisfaction_score
3/8/2025,Northeast,NO03,CUST_RET_Q1,Customer Retargeting,Social,Desktop,Returning,7385.5,1833.37,9218.87,754,655,99,191,325,134,48969.81,39750.94,74.76,17,1316.33,0.27,95302,3111,0.0326,0.2105,63.24,12,7.6
3/8/2025,Southeast,SO02,NEW_USER_Q1,New User Acquisition,Referral,Mobile,Lapsed,6358.77,2312.15,8670.92,1299,1125,174,304,316,12,99312.69,90641.77,88.28,255,44466.9,0.77,85845,2870,0.0334,0.392,53.9,6,8.1
3/9/2025,Northeast,NO02,CUST_RET_Q1,Customer Retargeting,Paid Search,Desktop,Returning,3419.25,12242.36,15661.61,390,365,25,155,268,113,33493.71,17832.1,91.76,11,1299.72,0.45,87365,3089,0.0354,0.1182,91.3,9,8.4
3/9/2025,Southeast,SO05,CUST_RET_Q1,Customer Retargeting,Paid Search,Desktop,Lapsed,9694.13,8698.1,18392.23,1915,1718,197,143,265,122,75063.54,56671.31,43.69,34,2133.29,0.57,85817,8998,0.1049,0.1909,79.22,46,8.8
3/9/2025,West,WE01,NEW_USER_Q1,New User Acquisition,Paid Search,Desktop,Lapsed,7769.34,3004.26,10773.6,1590,1579,11,56,35,-21,85146.1,74372.5,53.92,482,132941.4,0.36,55962,2506,0.0448,0.6301,58.52,41,7.6
3/9/2025,Midwest,MI03,NEW_USER_Q1,New User Acquisition,Paid Search,Mobile,New,7770.5,14011.65,21782.15,1709,1460,249,192,307,115,74504.84,52722.69,51.03,230,33765.33,0.37,72051,10349,0.1436,0.1411,112.67,79,8.2
3/9/2025,Southeast,SO02,CUST_RET_Q1,Customer Retargeting,Social,Mobile,Lapsed,6622.61,3560.1,10182.71,1364,1171,193,307,333,26,71335.28,61152.57,60.92,317,29799.96,0.72,3581,188,0.0525,6.2287,103.05,59,7.3
3/9/2025,Northeast,NO03,LOYALTY_Q1,Loyalty Rewards,Email,Mobile,New,6868.36,14859.73,21728.09,1337,1209,128,457,593,136,84718.85,62990.76,70.07,436,37510.79,0.69,43213,4203,0.0973,0.2877,60.93,55,6.8
3/10/2025,Midwest,MI02,INC_Q1_BONUS,Winter Shopper Incentive,Referral,Mobile,Lapsed,3720.78,5888.93,9609.71,915,893,22,453,554,101,53982.58,44372.87,60.45,170,35786.34,0.25,33711,4043,0.1199,0.2209,90.21,34,7.1
3/10/2025,Southeast,SO01,NEW_USER_Q1,New User Acquisition,Paid Search,Mobile,Lapsed,2853.44,5983.62,8837.06,1096,951,145,334,352,18,27974.33,19137.27,29.42,103,27178.11,0.62,96435,1196,0.0124,0.7952,98.7,20,7.4
3/10/2025,Southeast,SO04,NEW_USER_Q1,New User Acquisition,Referral,Desktop,Returning,1680.82,11232.14,12912.96,1260,1109,151,84,34,-50,104370.28,91457.32,94.11,415,25739.82,0.67,42832,4928,0.1151,0.225,101.96,34,6.5
3/10/2025,West,WE02,LOYALTY_Q1,Loyalty Rewards,Referral,Desktop,Lapsed,4859.93,11258.27,16118.2,1437,1350,87,65,96,31,77247.05,61128.85,57.22,147,39872.44,0.43,6283,883,0.1405,1.5289,78.98,45,7.2
3/10/2025,Midwest,MI02,LOYALTY_Q1,Loyalty Rewards,Paid Search,Desktop,Lapsed,6019.03,14869.51,20888.54,482,462,20,499,522,23,15635.72,-5252.82,33.84,162,17369.46,0.56,88959,5611,0.0631,0.0823,63.43,4,7.9
3/10/2025,Southeast,SO02,CUST_RET_Q1,Customer Retargeting,Social,Mobile,Lapsed,6805.56,2655.34,9460.9,350,300,50,468,591,123,32530.3,23069.4,108.43,432,23399.33,0.4,26494,1820,0.0687,0.1648,93.1,8,7.8
3/10/2025,Midwest,MI04,NEW_USER_Q1,New User Acquisition,Paid Search,Desktop,New,6876.6,1440.24,8316.84,312,297,15,449,435,-14,16107.32,7790.48,54.23,86,8054.13,0.39,4271,358,0.0838,0.8296,76.59,9,8.8
3/10/2025,Midwest,MI01,CUST_RET_Q1,Customer Retargeting,Social,Mobile,Lapsed,1595.36,2497.88,4093.24,1983,1759,224,67,60,-7,183710.37,179617.13,104.44,419,44318.68,0.23,6947,537,0.0773,3.2756,71.36,30,7.5
3/10/2025,Southeast,SO02,NEW_USER_Q1,New User Acquisition,Referral,Desktop,Returning,550.48,5592.98,6143.46,1307,1115,192,446,457,11,59423.95,53280.49,53.3,206,28835.57,0.6,33642,4637,0.1378,0.2405,101.8,27,8.9
3/10/2025,Northeast,NO03,CUST_RET_Q1,Customer Retargeting,Social,Desktop,Returning,609.5,2824.77,3434.27,583,519,64,428,382,-46,10461.97,7027.7,20.16,217,17920.07,0.32,76783,3629,0.0473,0.143,74.75,27,6.7
3/10/2025,Southeast,SO04,INC_Q1_BONUS,Winter Shopper Incentive,Social,Desktop,Lapsed,6931.5,10450.65,17382.15,1426,1223,203,99,237,138,70318.16,52936.01,57.5,398,30295.06,0.47,23218,572,0.0246,2.1381,98.72,35,8.4
3/10/2025,Southeast,SO05,NEW_USER_Q1,New User Acquisition,Paid Search,Mobile,New,9367.99,4081.81,13449.8,1189,1060,129,108,174,66,102915.23,89465.43,97.09,245,59681.91,0.36,41376,3658,0.0884,0.2898,48.35,14,6.9
3/10/2025,Northeast,NO05,NEW_USER_Q1,New User Acquisition,Email,Desktop,Lapsed,6893.03,12429.57,19322.6,847,747,100,193,219,26,53836.57,34513.97,72.07,318,22044.83,0.35,63771,6014,0.0943,0.1242,118.1,29,7.4
3/10/2025,West,WE02,INC_Q1_BONUS,Winter Shopper Incentive,Paid Search,Desktop,Returning,907.89,6991.81,7899.7,668,576,92,321,400,79,38925.9,31026.2,67.58,438,119664.95,0.68,10013,386,0.0385,1.4922,51.48,11,8.5
3/10/2025,Southeast,SO05,INC_Q1_BONUS,Winter Shopper Incentive,Social,Mobile,New,6171.16,8966.65,15137.81,1481,1283,198,107,169,62,108051.62,92913.81,84.22,371,61984.91,0.71,22703,2586,0.1139,0.4961,74.83,45,8.7
3/10/2025,Northeast,NO05,INC_Q1_BONUS,Winter Shopper Incentive,Paid Search,Desktop,Returning,4626.22,5692.56,10318.78,1331,1329,2,193,305,112,48147.12,37828.34,36.23,372,44543.79,0.37,39723,517,0.013,2.5706,50.98,23,7.2
3/11/2025,Northeast,NO02,INC_Q1_BONUS,Winter Shopper Incentive,Email,Mobile,Returning,2610.02,2678.12,5288.14,783,694,89,364,431,67,29062.24,23774.1,41.88,481,108588.03,0.42,47576,2166,0.0455,0.3204,52.22,38,7.5
3/11/2025,Southeast,SO02,LOYALTY_Q1,Loyalty Rewards,Social,Desktop,Lapsed,5451.72,12513.51,17965.23,718,611,107,352,418,66,67089.67,49124.44,109.8,290,61965.25,0.43,46379,6531,0.1408,0.0936,61.65,33,6.5
3/11/2025,Southeast,SO05,CUST_RET_Q1,Customer Retargeting,Email,Desktop,Returning,3947.97,14936.73,18884.7,1594,1466,128,313,412,99,111752.71,92868.01,76.23,45,13068.74,0.58,69910,2665,0.0381,0.5501,78.22,61,7.3
3/11/2025,Northeast,NO02,CUST_RET_Q1,Customer Retargeting,Email,Mobile,Returning,3998.94,7280.55,11279.49,1143,1105,38,276,379,103,65363.59,54084.1,59.15,478,24124.65,0.31,81073,7843,0.0967,0.1409,61.99,56,7.2
3/11/2025,Southeast,SO01,CUST_RET_Q1,Customer Retargeting,Paid Search,Desktop,New,1839.12,10298.63,12137.75,1180,1121,59,147,240,93,68578.92,56441.17,61.18,134,31801,0.37,58326,4768,0.0817,0.2351,102.58,9,8.9
3/11/2025,Midwest,MI01,CUST_RET_Q1,Customer Retargeting,Paid Search,Mobile,New,2846.13,13035.03,15881.16,591,541,50,103,220,117,22304.65,6423.49,41.23,485,117544.91,0.76,97426,1170,0.012,0.4624,102.27,6,6.6
3/11/2025,Midwest,MI05,INC_Q1_BONUS,Winter Shopper Incentive,Email,Mobile,Returning,7870.83,12311.4,20182.23,313,295,18,384,446,62,30512.58,10330.35,103.43,174,41967.77,0.36,47705,4008,0.084,0.0736,33.09,5,6.3
3/11/2025,West,WE02,NEW_USER_Q1,New User Acquisition,Paid Search,Mobile,Returning,9924.71,9808.06,19732.77,1834,1578,256,327,365,38,182695.58,162962.81,115.78,35,3796.82,0.32,79894,5192,0.065,0.3039,46.17,15,6.5
3/11/2025,Northeast,NO03,NEW_USER_Q1,New User Acquisition,Referral,Mobile,Returning,9610.73,9587.63,19198.36,1399,1254,145,184,191,7,108358.22,89159.86,86.41,19,5137.06,0.45,38412,5322,0.1386,0.2356,66.72,51,8.4
3/11/2025,Southeast,SO03,NEW_USER_Q1,New User Acquisition,Referral,Desktop,Returning,8695.41,7206.48,15901.89,1889,1764,125,459,483,24,91760.85,75858.96,52.02,268,18963.6,0.31,87269,2258,0.0259,0.7812,52.28,89,9
3/12/2025,Midwest,MI02,NEW_USER_Q1,New User Acquisition,Paid Search,Desktop,New,8310.71,12904.87,21215.58,1651,1495,156,215,218,3,161483.43,140267.85,108.02,490,122039.47,0.65,84692,4348,0.0513,0.3438,42.29,6,6.4
3/12/2025,West,WE01,NEW_USER_Q1,New User Acquisition,Email,Mobile,Returning,8979.3,6872.27,15851.57,231,224,7,133,225,92,16676.93,825.36,74.45,118,23338.34,0.31,94330,8785,0.0931,0.0255,32.95,8,7.1
3/12/2025,Northeast,NO04,NEW_USER_Q1,New User Acquisition,Social,Desktop,Lapsed,4956.52,4759.87,9716.39,1005,865,140,320,353,33,101471.14,91754.75,117.31,135,12353.24,0.27,38099,1865,0.049,0.4638,101.85,45,7.9
3/12/2025,Northeast,NO04,NEW_USER_Q1,New User Acquisition,Email,Desktop,Returning,9548.91,11563.52,21112.43,1139,995,144,196,147,-49,36572.87,15460.44,36.76,134,21681.23,0.7,6269,711,0.1134,1.3994,88.1,53,6.4
3/12/2025,Southeast,SO01,NEW_USER_Q1,New User Acquisition,Paid Search,Desktop,Returning,5242.11,9408.49,14650.6,1241,1169,72,180,295,115,103480.05,88829.45,88.52,122,14189.47,0.61,75554,3590,0.0475,0.3256,103.03,17,8.6
3/12/2025,Northeast,NO01,CUST_RET_Q1,Customer Retargeting,Email,Mobile,Returning,4863.79,12451.49,17315.28,684,608,76,405,478,73,67079.04,49763.76,110.33,461,80467.4,0.46,50297,6303,0.1253,0.0965,107.13,8,6.5
3/12/2025,Northeast,NO03,NEW_USER_Q1,New User Acquisition,Social,Desktop,Lapsed,8341.85,1784.03,10125.88,266,260,6,331,345,14,26322.76,16196.88,101.24,166,26569.2,0.7,97213,9524,0.098,0.0273,65.55,0,6.2
3/12/2025,Northeast,NO04,CUST_RET_Q1,Customer Retargeting,Paid Search,Desktop,Lapsed,4950.38,9376.29,14326.67,232,198,34,207,185,-22,12282.64,-2044.03,62.03,163,17685.72,0.25,72325,914,0.0126,0.2166,33.23,6,6.5
3/12/2025,Southeast,SO05,CUST_RET_Q1,Customer Retargeting,Email,Mobile,New,9581.23,13926.19,23507.42,1015,917,98,228,253,25,57256.47,33749.05,62.44,478,102932.57,0.26,10705,140,0.0131,6.55,69.97,3,7.2
3/12/2025,Southeast,SO02,INC_Q1_BONUS,Winter Shopper Incentive,Referral,Desktop,Returning,3957.04,12665.84,16622.88,1655,1535,120,355,385,30,138521.09,121898.21,90.24,405,41686.32,0.29,36079,2531,0.0702,0.6065,68.23,47,7.4
3/12/2025,Northeast,NO03,CUST_RET_Q1,Customer Retargeting,Social,Desktop,Returning,9362.04,2065.19,11427.23,469,447,22,135,103,-32,25719.37,14292.14,57.54,447,123921.56,0.77,81268,855,0.0105,0.5228,86.82,10,7
3/12/2025,Northeast,NO04,INC_Q1_BONUS,Winter Shopper Incentive,Paid Search,Desktop,New,6939.75,7680.24,14619.99,911,784,127,87,135,48,78609.78,63989.79,100.27,240,40912.4,0.54,49328,6430,0.1304,0.1219,93.02,27,6.6
3/12/2025,Midwest,MI04,CUST_RET_Q1,Customer Retargeting,Referral,Desktop,New,8224.5,1467.64,9692.14,1877,1657,220,102,200,98,82983.58,73291.44,50.08,459,84036.9,0.36,28075,4077,0.1452,0.4064,116.72,13,8.4
3/12/2025,Midwest,MI01,LOYALTY_Q1,Loyalty Rewards,Referral,Mobile,Lapsed,849.39,13660.66,14510.05,861,815,46,483,622,139,71706.7,57196.65,87.98,23,3999.27,0.5,10305,1393,0.1352,0.5851,94.36,34,7.5
3/12/2025,Northeast,NO04,CUST_RET_Q1,Customer Retargeting,Referral,Mobile,New,6337,1392.07,7729.07,538,475,63,408,393,-15,18063.98,10334.91,38.03,155,10727.92,0.44,20198,1820,0.0901,0.261,108.07,19,6.4
3/13/2025,Northeast,NO03,INC_Q1_BONUS,Winter Shopper Incentive,Paid Search,Mobile,Returning,6273.5,8177.64,14451.14,1453,1245,208,362,480,118,48111.56,33660.42,38.64,268,68755.78,0.68,74781,10893,0.1457,0.1143,109.54,19,9
3/13/2025,Northeast,NO02,CUST_RET_Q1,Customer Retargeting,Paid Search,Mobile,Returning,4211.48,3679.99,7891.47,239,225,14,146,100,-46,20985.73,13094.26,93.27,343,69072.03,0.35,86024,4301,0.05,0.0523,68.95,2,8
3/13/2025,Midwest,MI04,NEW_USER_Q1,New User Acquisition,Email,Desktop,New,4153.81,7427.74,11581.55,1368,1204,164,109,64,-45,105855.58,94274.03,87.92,67,14804.76,0.52,23553,3325,0.1412,0.3621,58.06,5,6.5
3/13/2025,Southeast,SO01,NEW_USER_Q1,New User Acquisition,Social,Desktop,Lapsed,5045.67,9197.89,14243.56,1023,987,36,489,477,-12,116019.19,101775.63,117.55,216,40194.62,0.34,77441,3979,0.0514,0.2481,113.93,33,7.5
3/13/2025,Midwest,MI03,NEW_USER_Q1,New User Acquisition,Paid Search,Mobile,Lapsed,1031.3,2990.54,4021.84,1988,1826,162,290,320,30,189253.9,185232.06,103.64,235,63776.62,0.21,30283,2726,0.09,0.6698,59.85,14,7.8
3/13/2025,Northeast,NO03,NEW_USER_Q1,New User Acquisition,Referral,Desktop,New,9829.74,6475.29,16305.03,988,857,131,62,122,60,68505.46,52200.43,79.94,32,3857.24,0.34,16932,1393,0.0823,0.6152,75.43,35,6.3
3/13/2025,Northeast,NO02,INC_Q1_BONUS,Winter Shopper Incentive,Email,Mobile,Returning,3721.74,1987.07,5708.81,1889,1888,1,136,270,134,175013.8,169304.99,92.7,223,27114.91,0.66,18333,1365,0.0745,1.3832,73.95,47,7.2
3/13/2025,Southeast,SO04,NEW_USER_Q1,New User Acquisition,Paid Search,Desktop,Lapsed,2859.85,10587.14,13446.99,910,874,36,189,184,-5,92842.55,79395.56,106.23,475,62559.91,0.3,89151,6116,0.0686,0.1429,106.52,10,7.6
3/14/2025,West,WE02,INC_Q1_BONUS,Winter Shopper Incentive,Social,Desktop,New,9673.5,12317.56,21991.06,876,746,130,435,468,33,32900.5,10909.44,44.1,453,36470.83,0.5,81077,5249,0.0647,0.1421,46.4,3,6.9
3/14/2025,Midwest,MI03,NEW_USER_Q1,New User Acquisition,Referral,Mobile,New,5207.17,10637.63,15844.8,141,129,12,340,420,80,3583.17,-12261.63,27.78,117,26169.87,0.36,89929,2197,0.0244,0.0587,58.31,2,8.8
3/14/2025,Southeast,SO02,CUST_RET_Q1,Customer Retargeting,Referral,Desktop,Returning,2183.33,5119.73,7303.06,1318,1269,49,162,126,-36,84057.44,76754.38,66.24,114,24610.42,0.45,7305,948,0.1298,1.3386,62.11,11,8.7
3/14/2025,Midwest,MI04,LOYALTY_Q1,Loyalty Rewards,Social,Mobile,New,3053.58,3781.02,6834.6,1562,1417,145,394,468,74,112516.81,105682.21,79.4,30,4698.75,0.57,7191,250,0.0348,5.668,95.08,9,7.6
3/14/2025,Midwest,MI03,NEW_USER_Q1,New User Acquisition,Paid Search,Mobile,New,5276.44,3022.11,8298.55,191,183,8,498,524,26,12511.96,4213.41,68.37,458,23872.74,0.66,7861,392,0.0499,0.4668,79.86,3,8.9
3/14/2025,Southeast,SO02,NEW_USER_Q1,New User Acquisition,Referral,Mobile,Returning,3760.15,8862.18,12622.33,1984,1913,71,59,81,22,208059.47,195437.14,108.76,165,27779.19,0.57,26017,3005,0.1155,0.6366,117.13,77,8.7
3/14/2025,Southeast,SO05,LOYALTY_Q1,Loyalty Rewards,Referral,Mobile,Returning,5082.38,10840.13,15922.51,1729,1680,49,263,286,23,144747.3,128824.79,86.16,40,3891.39,0.54,15367,1344,0.0875,1.25,46.95,52,6.2
3/14/2025,Midwest,MI01,NEW_USER_Q1,New User Acquisition,Paid Search,Desktop,New,7237.22,3804.76,11041.98,320,308,12,460,417,-43,15699.66,4657.68,50.97,329,80769.65,0.67,64138,3314,0.0517,0.0929,89.38,8,8.1
3/14/2025,Midwest,MI03,NEW_USER_Q1,New User Acquisition,Paid Search,Desktop,Lapsed,3281.04,2108.61,5389.65,1383,1362,21,304,333,29,87711.19,82321.54,64.4,487,59276.04,0.36,41642,6242,0.1499,0.2182,54.12,68,6.9
3/14/2025,West,WE01,INC_Q1_BONUS,Winter Shopper Incentive,Email,Desktop,Lapsed,4086.68,12041.61,16128.29,1320,1307,13,336,288,-48,37606.82,21478.53,28.77,364,100423.9,0.34,4044,492,0.1217,2.6565,62.6,38,7
3/14/2025,Southeast,SO03,NEW_USER_Q1,New User Acquisition,Paid Search,Mobile,New,1249.07,5016.65,6265.72,1101,940,161,446,479,33,69364.76,63099.04,73.79,245,22347.48,0.3,57088,7049,0.1235,0.1334,67.07,40,7.7
3/14/2025,Midwest,MI02,NEW_USER_Q1,New User Acquisition,Paid Search,Mobile,Returning,9672.42,8377.48,18049.9,1572,1550,22,450,542,92,77923.05,59873.15,50.27,345,82381.09,0.68,91574,7179,0.0784,0.2159,40.25,57,6.8
3/14/2025,Northeast,NO01,LOYALTY_Q1,Loyalty Rewards,Social,Desktop,Lapsed,7333.05,2771.38,10104.43,711,680,31,123,96,-27,39296.22,29191.79,57.79,125,6941.66,0.58,16523,2111,0.1278,0.3221,107.74,16,7.2
3/14/2025,Southeast,SO05,CUST_RET_Q1,Customer Retargeting,Referral,Mobile,New,8443.07,10493.02,18936.09,1591,1475,116,64,185,121,153647.09,134711,104.17,330,97897.69,0.36,84574,2469,0.0292,0.5974,78.46,32,7.7
3/15/2025,Midwest,MI04,INC_Q1_BONUS,Winter Shopper Incentive,Email,Desktop,New,2096.13,11316.23,13412.36,1349,1242,107,198,297,99,27775.91,14363.55,22.36,152,16349.35,0.32,92658,3935,0.0425,0.3156,65.18,56,7.5
3/15/2025,Northeast,NO04,CUST_RET_Q1,Customer Retargeting,Referral,Mobile,Lapsed,3469.68,6749.56,10219.24,890,839,51,369,403,34,95188.23,84968.99,113.45,215,30849.66,0.73,18118,1935,0.1068,0.4336,116.91,43,6.2
3/15/2025,Southeast,SO03,NEW_USER_Q1,New User Acquisition,Referral,Mobile,New,6408.4,9495.1,15903.5,1129,992,137,153,249,96,70321.42,54417.92,70.89,266,60754.89,0.32,68359,8987,0.1315,0.1104,68.89,56,6.3
3/15/2025,Northeast,NO02,INC_Q1_BONUS,Winter Shopper Incentive,Referral,Desktop,New,5850.06,14212.84,20062.9,1525,1499,26,393,536,143,51392.6,31329.7,34.28,67,5246.83,0.54,48078,3692,0.0768,0.406,119.51,8,6.2
3/15/2025,Northeast,NO05,CUST_RET_Q1,Customer Retargeting,Paid Search,Mobile,Lapsed,9154.65,14904.29,24058.94,413,406,7,121,210,89,38936.54,14877.6,95.9,38,2042.49,0.3,46440,5955,0.1282,0.0682,82.41,2,8.5
3/15/2025,Southeast,SO02,LOYALTY_Q1,Loyalty Rewards,Referral,Desktop,New,7297.31,2534.79,9832.1,416,372,44,163,187,24,28563.21,18731.11,76.78,68,19668.86,0.24,70284,8997,0.128,0.0413,72.31,1,8.5
3/15/2025,West,WE03,CUST_RET_Q1,Customer Retargeting,Paid Search,Mobile,New,9707.87,9521.58,19229.45,1364,1358,6,400,372,-28,104272.8,85043.35,76.78,52,10532.32,0.29,70806,6287,0.0888,0.216,115.53,64,6.9
3/15/2025,Southeast,SO05,INC_Q1_BONUS,Winter Shopper Incentive,Email,Mobile,Returning,4409.78,3222.61,7632.39,519,498,21,299,371,72,46645.51,39013.12,93.67,421,95175.92,0.35,65509,6086,0.0929,0.0818,109.08,25,6.9
3/15/2025,West,WE05,CUST_RET_Q1,Customer Retargeting,Social,Desktop,Lapsed,6092.55,11897.54,17990.09,629,559,70,313,336,23,44365.18,26375.09,79.37,111,17383.73,0.52,64783,6325,0.0976,0.0884,32.75,5,6.9
3/15/2025,Midwest,MI01,LOYALTY_Q1,Loyalty Rewards,Email,Mobile,Returning,5470.24,13588.03,19058.27,1047,1007,40,360,483,123,101789.63,82731.36,101.08,362,38580.54,0.21,88829,12731,0.1433,0.0791,101.37,1,6.4
3/15/2025,Southeast,SO02,CUST_RET_Q1,Customer Retargeting,Social,Mobile,Returning,7556.38,7668.57,15224.95,830,762,68,351,364,13,27297.83,12072.88,35.82,151,31725.5,0.46,60612,1642,0.0271,0.4641,40.14,28,8.2
3/15/2025,Southeast,SO01,LOYALTY_Q1,Loyalty Rewards,Social,Mobile,Lapsed,3781.74,11657.8,15439.54,510,493,17,472,600,128,17639.58,2200.04,35.78,71,17877.44,0.59,41068,2149,0.0523,0.2294,41.86,6,6.4
3/15/2025,Southeast,SO03,NEW_USER_Q1,New User Acquisition,Referral,Desktop,New,9359.98,13523.3,22883.28,1221,1183,38,310,450,140,139877.33,116994.05,118.24,259,37044.78,0.57,9988,1076,0.1077,1.0994,43.76,22,8.8
3/16/2025,Southeast,SO05,INC_Q1_BONUS,Winter Shopper Incentive,Referral,Desktop,New,9019.49,7635.46,16654.95,192,191,1,110,181,71,8095.52,-8559.43,42.38,286,26378.86,0.37,37668,544,0.0144,0.3511,79.38,4,7.4
3/16/2025,Northeast,NO02,CUST_RET_Q1,Customer Retargeting,Social,Mobile,Returning,3368.21,11655.24,15023.45,835,772,63,326,321,-5,21325.67,6302.22,27.62,303,85496.02,0.66,66101,5719,0.0865,0.135,68.95,29,7.7
3/16/2025,Midwest,MI02,NEW_USER_Q1,New User Acquisition,Referral,Mobile,Returning,5980.15,7495.74,13475.89,155,133,22,407,449,42,5669.46,-7806.43,42.63,68,13512.41,0.64,15011,1446,0.0963,0.092,107.71,3,6.3
3/16/2025,West,WE01,INC_Q1_BONUS,Winter Shopper Incentive,Paid Search,Desktop,Returning,8530.63,11180.28,19710.91,626,582,44,83,135,52,48149.68,28438.77,82.73,38,9429.13,0.31,41524,5692,0.1371,0.1022,95.68,27,8.5
3/16/2025,Southeast,SO05,CUST_RET_Q1,Customer Retargeting,Email,Mobile,Lapsed,8037.65,13809.02,21846.67,1090,961,129,162,220,58,61784.04,39937.37,64.29,298,83004.66,0.53,44563,4748,0.1065,0.2024,95.24,43,7.3
3/16/2025,Midwest,MI05,CUST_RET_Q1,Customer Retargeting,Social,Mobile,New,3523.42,4360.98,7884.4,1285,1267,18,451,419,-32,67596.02,59711.62,53.35,282,81780.84,0.69,25016,2123,0.0849,0.5968,61.37,52,6.8
3/16/2025,Southeast,SO03,LOYALTY_Q1,Loyalty Rewards,Referral,Mobile,Returning,3660.24,8044.93,11705.17,494,450,44,105,92,-13,28319.46,16614.29,62.93,119,13691.29,0.31,72303,10201,0.1411,0.0441,83.24,22,8.2
3/16/2025,Midwest,MI01,CUST_RET_Q1,Customer Retargeting,Email,Desktop,New,1247.97,10520.86,11768.83,162,151,11,445,435,-10,12238.64,469.81,81.05,288,46318.09,0.23,10327,1164,0.1127,0.1297,85.88,5,7.9
3/17/2025,West,WE04,INC_Q1_BONUS,Winter Shopper Incentive,Paid Search,Mobile,Returning,6138.83,2023.14,8161.97,985,839,146,439,392,-47,86365.96,78203.99,102.94,294,81430.56,0.77,95826,6260,0.0653,0.134,115.76,33,8.3
3/17/2025,Northeast,NO02,INC_Q1_BONUS,Winter Shopper Incentive,Paid Search,Desktop,New,8138.91,6963.13,15102.04,1910,1832,78,222,342,120,70832.44,55730.4,38.66,197,47649.32,0.38,85078,8201,0.0964,0.2234,106.5,82,6.7
3/17/2025,West,WE01,CUST_RET_Q1,Customer Retargeting,Paid Search,Mobile,Returning,5300.86,10519.6,15820.46,1916,1842,74,220,184,-36,61901.56,46081.1,33.61,95,16470.15,0.75,57799,2592,0.0448,0.7106,63.51,3,6.2
3/17/2025,West,WE05,INC_Q1_BONUS,Winter Shopper Incentive,Social,Mobile,Returning,7067.37,13639.61,20706.98,1936,1837,99,248,212,-36,73283.4,52576.42,39.89,55,10684.63,0.59,85216,7373,0.0865,0.2492,69.24,94,7.1
3/17/2025,Southeast,SO01,NEW_USER_Q1,New User Acquisition,Referral,Mobile,Lapsed,647.23,3334.7,3981.93,1021,897,124,328,421,93,39589.07,35607.14,44.13,421,28765.44,0.74,71864,6259,0.0871,0.1433,103.51,50,8.4
3/17/2025,Northeast,NO05,NEW_USER_Q1,New User Acquisition,Email,Mobile,Lapsed,7079.44,9006.57,16086.01,546,527,19,217,210,-7,51871.55,35785.54,98.43,444,67712.64,0.49,25853,1265,0.0489,0.4166,59.21,10,8.3
3/17/2025,Northeast,NO05,INC_Q1_BONUS,Winter Shopper Incentive,Paid Search,Mobile,Returning,4069.71,14754.76,18824.47,1038,1031,7,350,425,75,109693.97,90869.5,106.4,289,41477.33,0.36,56476,3414,0.0605,0.302,119,22,7.4
3/18/2025,Midwest,MI03,CUST_RET_Q1,Customer Retargeting,Referral,Mobile,Returning,6964.34,6537.63,13501.97,1618,1520,98,81,41,-40,136037.25,122535.28,89.5,298,85872.32,0.74,50930,3935,0.0773,0.3863,39.44,16,6.3
3/18/2025,Southeast,SO05,LOYALTY_Q1,Loyalty Rewards,Email,Mobile,Lapsed,7933.05,14895.2,22828.25,1432,1364,68,63,130,67,126885.19,104056.94,93.02,225,33712.46,0.45,44894,4297,0.0957,0.3174,31.5,18,7
3/18/2025,Midwest,MI04,LOYALTY_Q1,Loyalty Rewards,Email,Desktop,New,9163.62,1853,11016.62,127,117,10,74,81,7,2415.63,-8600.99,20.65,143,39611.54,0.35,1901,25,0.0132,4.68,82.63,2,6.5
3/18/2025,Midwest,MI01,NEW_USER_Q1,New User Acquisition,Paid Search,Desktop,Lapsed,3213.01,14462.56,17675.57,1619,1421,198,194,256,62,42443.17,24767.6,29.87,407,31597.77,0.33,56612,3999,0.0706,0.3553,101.97,72,7.3
3/18/2025,West,WE04,CUST_RET_Q1,Customer Retargeting,Paid Search,Mobile,Lapsed,6390.01,5763.12,12153.13,555,495,60,161,304,143,18841.52,6688.39,38.06,447,108259.4,0.36,93264,1060,0.0114,0.467,36.76,3,7.4
3/18/2025,West,WE04,NEW_USER_Q1,New User Acquisition,Referral,Desktop,Lapsed,1007.86,7239.69,8247.55,1200,1077,123,294,309,15,75169.06,66921.51,69.79,479,60551.41,0.56,18276,194,0.0106,5.5515,36.52,32,8.3
3/18/2025,Northeast,NO03,CUST_RET_Q1,Customer Retargeting,Social,Desktop,Returning,5669.74,1112.11,6781.85,1822,1642,180,467,593,126,105000.21,98218.36,63.95,96,21994.87,0.35,40159,5806,0.1446,0.2828,83.93,59,8.8
3/18/2025,West,WE05,LOYALTY_Q1,Loyalty Rewards,Social,Desktop,Lapsed,7047.99,14147.53,21195.52,820,727,93,182,319,137,52403.29,31207.77,72.08,317,35843.11,0.55,64146,6577,0.1025,0.1105,59.06,28,7.1
